Date,Exercise,Type,Exercise Calories,Exercise Minutes,Sets,Reps Per Set,Kilograms,Steps,Note
2024-07-09,Garmin Connect calorie adjustment,Cardio,365.0,1,,,,9758,
2024-07-10,Garmin Connect calorie adjustment,Cardio,490.0,1,,,,14473,
2024-07-11,Garmin Connect calorie adjustment,Cardio,334.0,1,,,,8708,
2024-07-12,Garmin Connect calorie adjustment,Cardio,307.0,1,,,,7117,
2024-07-13,Garmin Connect calorie adjustment,Cardio,431.0,1,,,,5958,
2024-07-14,Garmin Connect calorie adjustment,Cardio,938.0,1,,,,14336,
2024-07-15,Garmin Connect calorie adjustment,Cardio,723.0,1,,,,9747,
2024-07-16,Garmin Connect calorie adjustment,Cardio,611.0,1,,,,10855,
2024-07-17,Garmin Connect calorie adjustment,Cardio,672.0,1,,,,12135,
2024-07-18,Garmin Connect calorie adjustment,Cardio,506.0,1,,,,9065,
2024-07-19,Garmin Connect calorie adjustment,Cardio,669.0,1,,,,6843,
2024-07-20,"""Bicycling, <10 mph, leisure (cycling, biking, bike riding)""",Cardio,189.0,17,,,,,
2024-07-20,"""Bicycling, <10 mph, leisure (cycling, biking, bike riding)""",Cardio,354.0,32,,,,,
2024-07-20,"""Strength training (weight lifting, weight training)""",Cardio,442.0,52,,,,,
2024-07-20,Garmin Connect calorie adjustment,Cardio,120.0,1,,,,4998,
2024-07-21,Garmin Connect calorie adjustment,Cardio,564.0,1,,,,14349,
2024-07-22,"""Bicycling, <10 mph, leisure (cycling, biking, bike riding)""",Cardio,205.0,24,,,,,
2024-07-22,"""Bicycling, <10 mph, leisure (cycling, biking, bike riding)""",Cardio,244.0,34,,,,,
2024-07-22,"""Strength training (weight lifting, weight training)""",Cardio,570.0,74,,,,,
2024-07-22,Garmin Connect calorie adjustment,Cardio,0.0,1,,,,5951,
2024-07-23,Garmin Connect calorie adjustment,Cardio,439.0,1,,,,10349,
2024-07-24,Garmin Connect calorie adjustment,Cardio,200.0,1,,,,8005,
2024-07-25,"""Strength training (weight lifting, weight training)""",Cardio,574.0,52,,,,,
2024-07-25,Garmin Connect calorie adjustment,Cardio,188.0,1,,,,6639,
2024-07-26,"""Strength training (weight lifting, weight training)""",Cardio,419.0,66,,,,,
2024-07-26,Garmin Connect calorie adjustment,Cardio,403.0,1,,,,12781,
2024-07-27,Garmin Connect calorie adjustment,Cardio,654.0,1,,,,16844,
2024-07-28,"""Running (jogging), 5 mph (12 min mile)""",Cardio,198.0,24,,,,,
2024-07-28,Garmin Connect calorie adjustment,Cardio,542.0,1,,,,13908,
2024-07-29,"""Strength training (weight lifting, weight training)""",Cardio,316.0,57,,,,,
2024-07-29,Garmin Connect calorie adjustment,Cardio,417.0,1,,,,12368,
2024-07-30,"""Running (jogging), 5 mph (12 min mile)""",Cardio,290.0,37,,,,,
2024-07-30,Garmin Connect calorie adjustment,Cardio,103.0,1,,,,10530,
2024-07-31,"""Running (jogging), 5 mph (12 min mile)""",Cardio,177.0,20,,,,,
2024-07-31,"""Walking, 3.0 mph, mod. pace""",Cardio,379.0,46,,,,,
2024-07-31,Garmin Connect calorie adjustment,Cardio,300.0,1,,,,18868,
2024-08-01,"""Strength training (weight lifting, weight training)""",Cardio,116.0,12,,,,,
2024-08-01,Garmin Connect calorie adjustment,Cardio,389.0,1,,,,10691,
2024-08-02,Garmin Connect calorie adjustment,Cardio,476.0,1,,,,11936,
2024-08-03,Garmin Connect calorie adjustment,Cardio,491.0,1,,,,16169,
2024-08-04,Garmin Connect calorie adjustment,Cardio,350.0,1,,,,13323,
2024-08-05,"""Strength training (weight lifting, weight training)""",Cardio,121.0,22,,,,,
2024-08-05,Garmin Connect calorie adjustment,Cardio,461.0,1,,,,14780,
2024-08-06,"""Running (jogging), 5 mph (12 min mile)""",Cardio,116.0,22,,,,,
2024-08-06,Garmin Connect calorie adjustment,Cardio,515.0,1,,,,18223,
2024-08-07,Garmin Connect calorie adjustment,Cardio,147.0,1,,,,7178,
2024-08-08,"""Strength training (weight lifting, weight training)""",Cardio,342.0,37,,,,,
2024-08-08,Garmin Connect calorie adjustment,Cardio,56.0,1,,,,3976,
2024-08-09,"""Strength training (weight lifting, weight training)""",Cardio,175.0,26,,,,,
2024-08-09,Garmin Connect calorie adjustment,Cardio,147.0,1,,,,5057,
2024-08-10,"""Strength training (weight lifting, weight training)""",Cardio,396.0,67,,,,,
2024-08-10,"""Walking, 2.5 mph, leisurely pace""",Cardio,290.0,44,,,,,
2024-08-10,Garmin Connect calorie adjustment,Cardio,367.0,1,,,,17761,
2024-08-11,"""Walking, 2.5 mph, leisurely pace""",Cardio,253.0,50,,,,,
2024-08-11,"""Walking, 3.5 mph, brisk pace""",Cardio,477.0,71,,,,,
2024-08-11,Garmin Connect calorie adjustment,Cardio,0.0,1,,,,8598,
2024-08-12,"""Bicycling, <10 mph, leisure (cycling, biking, bike riding)""",Cardio,152.0,17,,,,,
2024-08-12,"""Bicycling, <10 mph, leisure (cycling, biking, bike riding)""",Cardio,180.0,18,,,,,
2024-08-12,"""Strength training (weight lifting, weight training)""",Cardio,442.0,43,,,,,
2024-08-12,Garmin Connect calorie adjustment,Cardio,221.0,1,,,,8792,
2024-08-13,"""Bicycling, <10 mph, leisure (cycling, biking, bike riding)""",Cardio,124.0,12,,,,,
2024-08-13,"""Bicycling, <10 mph, leisure (cycling, biking, bike riding)""",Cardio,133.0,12,,,,,
2024-08-13,"""Strength training (weight lifting, weight training)""",Cardio,413.0,44,,,,,
2024-08-13,Garmin Connect calorie adjustment,Cardio,379.0,1,,,,13106,
2024-08-14,"""Strength training (weight lifting, weight training)""",Cardio,382.0,71,,,,,
2024-08-14,Garmin Connect calorie adjustment,Cardio,453.0,1,,,,12426,
2024-08-15,"""Walking, 3.0 mph, mod. pace""",Cardio,384.0,69,,,,,
2024-08-15,Garmin Connect calorie adjustment,Cardio,146.0,1,,,,15538,
2024-08-16,"""Bicycling, <10 mph, leisure (cycling, biking, bike riding)""",Cardio,55.0,12,,,,,
2024-08-16,"""Strength training (weight lifting, weight training)""",Cardio,484.0,62,,,,,
2024-08-16,Garmin Connect calorie adjustment,Cardio,440.0,1,,,,13665,
2024-08-17,"""Bicycling, <10 mph, leisure (cycling, biking, bike riding)""",Cardio,94.0,19,,,,,
2024-08-17,"""Strength training (weight lifting, weight training)""",Cardio,546.0,65,,,,,
2024-08-17,Garmin Connect calorie adjustment,Cardio,205.0,1,,,,15693,
2024-08-18,"""Bicycling, <10 mph, leisure (cycling, biking, bike riding)""",Cardio,144.0,17,,,,,
2024-08-18,"""Bicycling, <10 mph, leisure (cycling, biking, bike riding)""",Cardio,92.0,14,,,,,
2024-08-18,"""Strength training (weight lifting, weight training)""",Cardio,100.0,31,,,,,
2024-08-18,Garmin Connect calorie adjustment,Cardio,459.0,1,,,,12159,
2024-08-19,"""Bicycling, <10 mph, leisure (cycling, biking, bike riding)""",Cardio,447.0,39,,,,,
2024-08-19,"""Bicycling, <10 mph, leisure (cycling, biking, bike riding)""",Cardio,257.0,25,,,,,
2024-08-19,"""Bicycling, <10 mph, leisure (cycling, biking, bike riding)""",Cardio,399.0,67,,,,,
2024-08-19,"""Bicycling, <10 mph, leisure (cycling, biking, bike riding)""",Cardio,128.0,20,,,,,
2024-08-19,Garmin Connect calorie adjustment,Cardio,0.0,1,,,,5623,
2024-08-20,"""Strength training (weight lifting, weight training)""",Cardio,378.0,54,,,,,
2024-08-20,Garmin Connect calorie adjustment,Cardio,24.0,1,,,,7579,
2024-08-21,"""Bicycling, <10 mph, leisure (cycling, biking, bike riding)""",Cardio,211.0,25,,,,,
2024-08-21,"""Bicycling, <10 mph, leisure (cycling, biking, bike riding)""",Cardio,170.0,16,,,,,
2024-08-21,"""Bicycling, <10 mph, leisure (cycling, biking, bike riding)""",Cardio,95.0,13,,,,,
2024-08-21,"""Strength training (weight lifting, weight training)""",Cardio,143.0,21,,,,,
2024-08-21,Garmin Connect calorie adjustment,Cardio,259.0,1,,,,9758,
2024-08-22,"""Bicycling, <10 mph, leisure (cycling, biking, bike riding)""",Cardio,308.0,34,,,,,
2024-08-22,"""Bicycling, <10 mph, leisure (cycling, biking, bike riding)""",Cardio,313.0,26,,,,,
2024-08-22,Garmin Connect calorie adjustment,Cardio,47.0,1,,,,4840,
2024-08-23,"""Strength training (weight lifting, weight training)""",Cardio,290.0,38,,,,,
2024-08-23,Garmin Connect calorie adjustment,Cardio,290.0,1,,,,10486,
2024-08-24,Garmin Connect calorie adjustment,Cardio,81.0,1,,,,6408,
2024-08-25,"""Bicycling, <10 mph, leisure (cycling, biking, bike riding)""",Cardio,146.0,18,,,,,
2024-08-25,"""Bicycling, <10 mph, leisure (cycling, biking, bike riding)""",Cardio,167.0,20,,,,,
2024-08-25,"""Strength training (weight lifting, weight training)""",Cardio,557.0,75,,,,,
2024-08-25,Garmin Connect calorie adjustment,Cardio,416.0,1,,,,16961,
2024-08-26,"""Bicycling, <10 mph, leisure (cycling, biking, bike riding)""",Cardio,152.0,19,,,,,
2024-08-26,"""Bicycling, <10 mph, leisure (cycling, biking, bike riding)""",Cardio,209.0,33,,,,,
2024-08-26,"""Strength training (weight lifting, weight training)""",Cardio,257.0,34,,,,,
2024-08-26,Garmin Connect calorie adjustment,Cardio,162.0,1,,,,8154,
2024-08-27,"""Bicycling, <10 mph, leisure (cycling, biking, bike riding)""",Cardio,223.0,25,,,,,
2024-08-27,"""Bicycling, <10 mph, leisure (cycling, biking, bike riding)""",Cardio,367.0,35,,,,,
2024-08-27,Garmin Connect calorie adjustment,Cardio,228.0,1,,,,9084,
2024-08-28,"""Bicycling, <10 mph, leisure (cycling, biking, bike riding)""",Cardio,230.0,27,,,,,
2024-08-28,"""Bicycling, <10 mph, leisure (cycling, biking, bike riding)""",Cardio,211.0,24,,,,,
2024-08-28,"""Strength training (weight lifting, weight training)""",Cardio,450.0,52,,,,,
2024-08-28,Garmin Connect calorie adjustment,Cardio,158.0,1,,,,8870,
2024-08-29,"""Bicycling, <10 mph, leisure (cycling, biking, bike riding)""",Cardio,121.0,13,,,,,
2024-08-29,"""Bicycling, <10 mph, leisure (cycling, biking, bike riding)""",Cardio,106.0,12,,,,,
2024-08-29,"""Strength training (weight lifting, weight training)""",Cardio,205.0,28,,,,,
2024-08-29,Garmin Connect calorie adjustment,Cardio,652.0,1,,,,14186,
2024-08-30,"""Bicycling, <10 mph, leisure (cycling, biking, bike riding)""",Cardio,237.0,18,,,,,
2024-08-30,"""Bicycling, <10 mph, leisure (cycling, biking, bike riding)""",Cardio,177.0,22,,,,,
2024-08-30,"""Strength training (weight lifting, weight training)""",Cardio,500.0,68,,,,,
2024-08-30,Garmin Connect calorie adjustment,Cardio,336.0,1,,,,15695,
2024-08-31,"""Bicycling, <10 mph, leisure (cycling, biking, bike riding)""",Cardio,191.0,21,,,,,
2024-08-31,"""Strength training (weight lifting, weight training)""",Cardio,348.0,57,,,,,
2024-08-31,Garmin Connect calorie adjustment,Cardio,180.0,1,,,,7507,
2024-09-01,Garmin Connect calorie adjustment,Cardio,96.0,1,,,,7189,
2024-09-02,"""Bicycling, <10 mph, leisure (cycling, biking, bike riding)""",Cardio,111.0,17,,,,,
2024-09-02,Garmin Connect calorie adjustment,Cardio,200.0,1,,,,8201,
2024-09-03,"""Bicycling, <10 mph, leisure (cycling, biking, bike riding)""",Cardio,90.0,13,,,,,
2024-09-03,"""Bicycling, <10 mph, leisure (cycling, biking, bike riding)""",Cardio,57.0,13,,,,,
2024-09-03,"""Bicycling, <10 mph, leisure (cycling, biking, bike riding)""",Cardio,112.0,17,,,,,
2024-09-03,"""Bicycling, <10 mph, leisure (cycling, biking, bike riding)""",Cardio,101.0,12,,,,,
2024-09-03,"""Strength training (weight lifting, weight training)""",Cardio,601.0,78,,,,,
2024-09-03,Garmin Connect calorie adjustment,Cardio,0.0,1,,,,4981,
2024-09-04,"""Bicycling, <10 mph, leisure (cycling, biking, bike riding)""",Cardio,208.0,16,,,,,
2024-09-04,Garmin Connect calorie adjustment,Cardio,110.0,1,,,,8131,
2024-09-05,"""Bicycling, <10 mph, leisure (cycling, biking, bike riding)""",Cardio,141.0,29,,,,,
2024-09-05,Garmin Connect calorie adjustment,Cardio,201.0,1,,,,8852,
2024-09-06,"""Strength training (weight lifting, weight training)""",Cardio,576.0,63,,,,,
2024-09-06,Garmin Connect calorie adjustment,Cardio,30.0,1,,,,7225,
2024-09-07,"""Bicycling, <10 mph, leisure (cycling, biking, bike riding)""",Cardio,111.0,11,,,,,
2024-09-07,"""Bicycling, <10 mph, leisure (cycling, biking, bike riding)""",Cardio,176.0,17,,,,,
2024-09-07,"""Bicycling, <10 mph, leisure (cycling, biking, bike riding)""",Cardio,121.0,13,,,,,
2024-09-07,"""Strength training (weight lifting, weight training)""",Cardio,429.0,60,,,,,
2024-09-07,Garmin Connect calorie adjustment,Cardio,565.0,1,,,,19381,
2024-09-08,"""Bicycling, <10 mph, leisure (cycling, biking, bike riding)""",Cardio,214.0,29,,,,,
2024-09-08,"""Bicycling, <10 mph, leisure (cycling, biking, bike riding)""",Cardio,173.0,19,,,,,
2024-09-08,"""Strength training (weight lifting, weight training)""",Cardio,272.0,33,,,,,
2024-09-08,Garmin Connect calorie adjustment,Cardio,636.0,1,,,,16543,
2024-09-09,"""Bicycling, <10 mph, leisure (cycling, biking, bike riding)""",Cardio,115.0,21,,,,,
2024-09-09,"""Bicycling, <10 mph, leisure (cycling, biking, bike riding)""",Cardio,42.0,12,,,,,
2024-09-09,Garmin Connect calorie adjustment,Cardio,155.0,1,,,,6711,
2024-09-10,"""Strength training (weight lifting, weight training)""",Cardio,475.0,56,,,,,
2024-09-10,Garmin Connect calorie adjustment,Cardio,87.0,1,,,,8144,
2024-09-11,"""Bicycling, <10 mph, leisure (cycling, biking, bike riding)""",Cardio,30.0,4,,,,,
2024-09-11,"""Bicycling, <10 mph, leisure (cycling, biking, bike riding)""",Cardio,249.0,38,,,,,
2024-09-11,"""Strength training (weight lifting, weight training)""",Cardio,404.0,65,,,,,
2024-09-11,Garmin Connect calorie adjustment,Cardio,139.0,1,,,,7642,
2024-09-12,"""Bicycling, <10 mph, leisure (cycling, biking, bike riding)""",Cardio,325.0,29,,,,,
2024-09-12,"""Bicycling, <10 mph, leisure (cycling, biking, bike riding)""",Cardio,324.0,35,,,,,
2024-09-12,"""Bicycling, <10 mph, leisure (cycling, biking, bike riding)""",Cardio,101.0,13,,,,,
2024-09-12,"""Bicycling, <10 mph, leisure (cycling, biking, bike riding)""",Cardio,90.0,13,,,,,
2024-09-12,Garmin Connect calorie adjustment,Cardio,185.0,1,,,,5291,
2024-09-13,"""Strength training (weight lifting, weight training)""",Cardio,435.0,58,,,,,
2024-09-13,Garmin Connect calorie adjustment,Cardio,205.0,1,,,,7262,
2024-09-14,"""Strength training (weight lifting, weight training)""",Cardio,666.0,73,,,,,
2024-09-14,Garmin Connect calorie adjustment,Cardio,521.0,1,,,,13926,
2024-09-15,Garmin Connect calorie adjustment,Cardio,248.0,1,,,,6704,
2024-09-16,"""Bicycling, <10 mph, leisure (cycling, biking, bike riding)""",Cardio,190.0,25,,,,,
2024-09-16,Garmin Connect calorie adjustment,Cardio,109.0,1,,,,5225,
2024-09-17,"""Bicycling, <10 mph, leisure (cycling, biking, bike riding)""",Cardio,219.0,26,,,,,
2024-09-17,"""Bicycling, <10 mph, leisure (cycling, biking, bike riding)""",Cardio,183.0,21,,,,,
2024-09-17,Garmin Connect calorie adjustment,Cardio,7.0,1,,,,6281,
2024-09-18,"""Bicycling, <10 mph, leisure (cycling, biking, bike riding)""",Cardio,96.0,14,,,,,
2024-09-18,Garmin Connect calorie adjustment,Cardio,26.0,1,,,,3055,
2024-09-19,"""Bicycling, <10 mph, leisure (cycling, biking, bike riding)""",Cardio,269.0,30,,,,,
2024-09-19,"""Strength training (weight lifting, weight training)""",Cardio,180.0,31,,,,,
2024-09-19,Garmin Connect calorie adjustment,Cardio,71.0,1,,,,5984,
2024-09-20,"""Strength training (weight lifting, weight training)""",Cardio,239.0,26,,,,,
2024-09-20,Garmin Connect calorie adjustment,Cardio,315.0,1,,,,11689,
2024-09-21,"""Strength training (weight lifting, weight training)""",Cardio,273.0,53,,,,,
2024-09-21,Garmin Connect calorie adjustment,Cardio,0.0,1,,,,7241,
2024-09-22,"""Bicycling, <10 mph, leisure (cycling, biking, bike riding)""",Cardio,136.0,20,,,,,
2024-09-22,"""Bicycling, <10 mph, leisure (cycling, biking, bike riding)""",Cardio,168.0,17,,,,,
2024-09-22,Garmin Connect calorie adjustment,Cardio,377.0,1,,,,10370,
2024-09-23,"""Bicycling, <10 mph, leisure (cycling, biking, bike riding)""",Cardio,102.0,13,,,,,
2024-09-23,Garmin Connect calorie adjustment,Cardio,116.0,1,,,,4628,
2024-09-24,"""Strength training (weight lifting, weight training)""",Cardio,529.0,67,,,,,
2024-09-24,Garmin Connect calorie adjustment,Cardio,0.0,1,,,,3748,
2024-09-25,Garmin Connect calorie adjustment,Cardio,51.0,1,,,,4339,
2024-09-26,"""Bicycling, <10 mph, leisure (cycling, biking, bike riding)""",Cardio,122.0,12,,,,,
2024-09-26,"""Bicycling, <10 mph, leisure (cycling, biking, bike riding)""",Cardio,111.0,18,,,,,
2024-09-26,"""Bicycling, <10 mph, leisure (cycling, biking, bike riding)""",Cardio,219.0,26,,,,,
2024-09-26,Garmin Connect calorie adjustment,Cardio,260.0,1,,,,8577,
2024-09-27,"""Strength training (weight lifting, weight training)""",Cardio,348.0,69,,,,,
2024-09-27,Garmin Connect calorie adjustment,Cardio,240.0,1,,,,7759,
2024-09-28,"""Bicycling, <10 mph, leisure (cycling, biking, bike riding)""",Cardio,237.0,26,,,,,
2024-09-28,"""Bicycling, <10 mph, leisure (cycling, biking, bike riding)""",Cardio,147.0,20,,,,,
2024-09-28,"""Strength training (weight lifting, weight training)""",Cardio,287.0,46,,,,,
2024-09-28,Garmin Connect calorie adjustment,Cardio,0.0,1,,,,6176,
2024-09-29,"""Strength training (weight lifting, weight training)""",Cardio,498.0,59,,,,,
2024-09-29,Garmin Connect calorie adjustment,Cardio,127.0,1,,,,9362,
2024-09-30,"""Bicycling, <10 mph, leisure (cycling, biking, bike riding)""",Cardio,83.0,8,,,,,
2024-09-30,"""Bicycling, <10 mph, leisure (cycling, biking, bike riding)""",Cardio,62.0,13,,,,,
2024-09-30,"""Bicycling, <10 mph, leisure (cycling, biking, bike riding)""",Cardio,113.0,15,,,,,
2024-09-30,Garmin Connect calorie adjustment,Cardio,164.0,1,,,,5530,
2024-10-01,"""Strength training (weight lifting, weight training)""",Cardio,294.0,36,,,,,
2024-10-01,Garmin Connect calorie adjustment,Cardio,0.0,1,,,,3472,
2024-10-02,"""Strength training (weight lifting, weight training)""",Cardio,543.0,68,,,,,
2024-10-02,Garmin Connect calorie adjustment,Cardio,80.0,1,,,,8558,
2024-10-03,"""Strength training (weight lifting, weight training)""",Cardio,227.0,28,,,,,
2024-10-03,Garmin Connect calorie adjustment,Cardio,25.0,1,,,,3998,
2024-10-04,"""Bicycling, <10 mph, leisure (cycling, biking, bike riding)""",Cardio,181.0,28,,,,,
2024-10-04,Garmin Connect calorie adjustment,Cardio,0.0,1,,,,1364,
2024-10-05,"""Bicycling, <10 mph, leisure (cycling, biking, bike riding)""",Cardio,195.0,23,,,,,
2024-10-05,"""Bicycling, <10 mph, leisure (cycling, biking, bike riding)""",Cardio,128.0,19,,,,,
2024-10-05,Garmin Connect calorie adjustment,Cardio,173.0,1,,,,7196,
2024-10-06,"""Strength training (weight lifting, weight training)""",Cardio,697.0,85,,,,,
2024-10-06,Garmin Connect calorie adjustment,Cardio,158.0,1,,,,6743,
2024-10-07,"""Bicycling, <10 mph, leisure (cycling, biking, bike riding)""",Cardio,53.0,10,,,,,
2024-10-07,"""Strength training (weight lifting, weight training)""",Cardio,233.0,29,,,,,
2024-10-07,Garmin Connect calorie adjustment,Cardio,245.0,1,,,,8926,
2024-10-08,"""Bicycling, <10 mph, leisure (cycling, biking, bike riding)""",Cardio,25.0,3,,,,,
2024-10-08,"""Strength training (weight lifting, weight training)""",Cardio,484.0,56,,,,,
2024-10-08,Garmin Connect calorie adjustment,Cardio,0.0,1,,,,3926,
2024-10-09,"""Strength training (weight lifting, weight training)""",Cardio,487.0,64,,,,,
2024-10-09,Garmin Connect calorie adjustment,Cardio,0.0,1,,,,6507,
2024-10-10,Garmin Connect calorie adjustment,Cardio,246.0,1,,,,9832,
2024-10-11,Garmin Connect calorie adjustment,Cardio,600.0,1,,,,14819,
2024-10-12,Garmin Connect calorie adjustment,Cardio,375.0,1,,,,11991,
2024-10-13,Garmin Connect calorie adjustment,Cardio,512.0,1,,,,13688,
2024-10-14,"""Bicycling, <10 mph, leisure (cycling, biking, bike riding)""",Cardio,244.0,24,,,,,
2024-10-14,"""Bicycling, <10 mph, leisure (cycling, biking, bike riding)""",Cardio,158.0,24,,,,,
2024-10-14,"""Strength training (weight lifting, weight training)""",Cardio,582.0,65,,,,,
2024-10-14,Garmin Connect calorie adjustment,Cardio,383.0,1,,,,9407,
2024-10-15,"""Strength training (weight lifting, weight training)""",Cardio,312.0,46,,,,,
2024-10-15,Garmin Connect calorie adjustment,Cardio,29.0,1,,,,4313,
2024-10-16,"""Bicycling, <10 mph, leisure (cycling, biking, bike riding)""",Cardio,194.0,26,,,,,
2024-10-16,"""Bicycling, <10 mph, leisure (cycling, biking, bike riding)""",Cardio,265.0,29,,,,,
2024-10-16,"""Bicycling, <10 mph, leisure (cycling, biking, bike riding)""",Cardio,135.0,20,,,,,
2024-10-16,"""Bicycling, <10 mph, leisure (cycling, biking, bike riding)""",Cardio,191.0,28,,,,,
2024-10-16,"""Strength training (weight lifting, weight training)""",Cardio,353.0,49,,,,,
2024-10-16,Garmin Connect calorie adjustment,Cardio,0.0,1,,,,11228,
2024-10-17,"""Bicycling, <10 mph, leisure (cycling, biking, bike riding)""",Cardio,142.0,18,,,,,
2024-10-17,Garmin Connect calorie adjustment,Cardio,50.0,1,,,,3224,
2024-10-18,"""Bicycling, <10 mph, leisure (cycling, biking, bike riding)""",Cardio,166.0,22,,,,,
2024-10-18,"""Bicycling, <10 mph, leisure (cycling, biking, bike riding)""",Cardio,154.0,21,,,,,
2024-10-18,"""Strength training (weight lifting, weight training)""",Cardio,98.0,18,,,,,
2024-10-18,Garmin Connect calorie adjustment,Cardio,320.0,1,,,,9997,
2024-10-19,"""Bicycling, <10 mph, leisure (cycling, biking, bike riding)""",Cardio,497.0,65,,,,,
2024-10-19,Garmin Connect calorie adjustment,Cardio,192.0,1,,,,11106,
2024-10-20,"""Bicycling, <10 mph, leisure (cycling, biking, bike riding)""",Cardio,273.0,35,,,,,
2024-10-20,"""Bicycling, <10 mph, leisure (cycling, biking, bike riding)""",Cardio,113.0,13,,,,,
2024-10-20,"""Strength training (weight lifting, weight training)""",Cardio,586.0,58,,,,,
2024-10-20,Garmin Connect calorie adjustment,Cardio,255.0,1,,,,10495,
2024-10-21,"""Bicycling, <10 mph, leisure (cycling, biking, bike riding)""",Cardio,94.0,13,,,,,
2024-10-21,Garmin Connect calorie adjustment,Cardio,191.0,1,,,,9219,
2024-10-22,"""Bicycling, <10 mph, leisure (cycling, biking, bike riding)""",Cardio,71.0,10,,,,,
2024-10-22,Garmin Connect calorie adjustment,Cardio,154.0,1,,,,5935,
2024-10-23,"""Strength training (weight lifting, weight training)""",Cardio,612.0,72,,,,,
2024-10-23,Garmin Connect calorie adjustment,Cardio,82.0,1,,,,8972,
2024-10-24,"""Strength training (weight lifting, weight training)""",Cardio,357.0,42,,,,,
2024-10-24,Garmin Connect calorie adjustment,Cardio,20.0,1,,,,6885,
2024-10-25,Garmin Connect calorie adjustment,Cardio,289.0,1,,,,10544,
