Query_5000675,MK286378.1,100.000,20,0,0,1,20,727,746,1.3,40.1
Query_5000675,CP139863.1,100.000,20,0,0,1,20,1372883,1372902,1.3,40.1
Query_5000675,CP036529.1,100.000,20,0,0,1,20,1339100,1339119,1.3,40.1
Query_5000675,CP157351.1,100.000,20,0,0,1,20,378974,378993,1.3,40.1
Query_5000675,CP118284.1,100.000,20,0,0,1,20,1184750,1184769,1.3,40.1
Query_5000675,MK286376.1,100.000,20,0,0,1,20,727,746,1.3,40.1
Query_5000675,MZ461431.1,100.000,20,0,0,1,20,503,522,1.3,40.1
Query_5000675,CP155531.1,100.000,20,0,0,1,20,374238,374257,1.3,40.1
Query_5000675,LC009415.1,100.000,20,0,0,1,20,33927,33946,1.3,40.1
Query_5000675,CP113115.1,100.000,20,0,0,1,20,831412,831431,1.3,40.1
Query_5000675,MK286377.1,100.000,20,0,0,1,20,727,746,1.3,40.1
Query_5000675,CP137107.1,100.000,20,0,0,1,20,1417777,1417796,1.3,40.1
Query_5000675,CP046354.1,100.000,20,0,0,1,20,315729,315748,1.3,40.1
Query_5000675,CP145437.1,100.000,20,0,0,1,20,1713153,1713172,1.3,40.1
Query_5000675,CP090881.1,100.000,20,0,0,1,20,87856,87875,1.3,40.1
Query_5000675,CP137114.1,100.000,20,0,0,1,20,1364748,1364767,1.3,40.1
Query_5000675,MK286381.1,100.000,20,0,0,1,20,727,746,1.3,40.1
Query_5000675,CP137110.1,100.000,20,0,0,1,20,1371339,1371358,1.3,40.1
Query_5000675,CP137108.1,100.000,20,0,0,1,20,1432821,1432840,1.3,40.1
Query_5000675,OP871267.1,100.000,20,0,0,1,20,1669,1688,1.3,40.1
Query_5000675,CP155532.1,100.000,20,0,0,1,20,334211,334230,1.3,40.1
Query_5000675,CP118287.1,100.000,20,0,0,1,20,1243142,1243161,1.3,40.1
Query_5000675,CP156625.1,100.000,20,0,0,1,20,336423,336442,1.3,40.1
Query_5000675,CP118285.1,100.000,20,0,0,1,20,1237084,1237103,1.3,40.1
Query_5000675,CP155536.1,100.000,20,0,0,1,20,374971,374990,1.3,40.1
Query_5000675,CP099641.1,100.000,20,0,0,1,20,357002,357021,1.3,40.1
Query_5000675,MZ461433.1,100.000,20,0,0,1,20,503,522,1.3,40.1
Query_5000675,CP137106.1,100.000,20,0,0,1,20,1412356,1412375,1.3,40.1
Query_5000675,MK286380.1,100.000,20,0,0,1,20,727,746,1.3,40.1
Query_5000675,OP871266.1,100.000,20,0,0,1,20,1663,1682,1.3,40.1
Query_5000675,MK286379.1,100.000,20,0,0,1,20,727,746,1.3,40.1
Query_5000675,CP137105.1,100.000,20,0,0,1,20,54893,54912,1.3,40.1
Query_5000675,OV904788.1,100.000,20,0,0,1,20,871026,871045,1.3,40.1
Query_5000675,AP023349.1,100.000,20,0,0,1,20,305601,305620,1.3,40.1
Query_5000675,MK286384.1,100.000,20,0,0,1,20,727,746,1.3,40.1
Query_5000675,CP046356.1,100.000,20,0,0,1,20,321355,321374,1.3,40.1
Query_5000675,MK286383.1,100.000,20,0,0,1,20,727,746,1.3,40.1
Query_5000675,CP155537.1,100.000,20,0,0,1,20,1769111,1769092,1.3,40.1
Query_5000675,AP026918.1,100.000,20,0,0,1,20,1754580,1754561,1.3,40.1
Query_5000675,CP035255.1,100.000,20,0,0,1,20,1832335,1832316,1.3,40.1
Query_5000675,CP083627.1,100.000,20,0,0,1,20,586382,586363,1.3,40.1
Query_5000675,CP090888.1,100.000,20,0,0,1,20,1720404,1720385,1.3,40.1
Query_5000675,CP152418.1,100.000,20,0,0,1,20,1714261,1714242,1.3,40.1
Query_5000675,AP026921.1,100.000,20,0,0,1,20,1833071,1833052,1.3,40.1
Query_5000675,CP090883.1,100.000,20,0,0,1,20,1750760,1750741,1.3,40.1
Query_5000675,AP028605.1,100.000,20,0,0,1,20,1733496,1733477,1.3,40.1
Query_5000675,CP168260.1,100.000,20,0,0,1,20,1790471,1790452,1.3,40.1
Query_5000675,CP155538.1,100.000,20,0,0,1,20,1684318,1684299,1.3,40.1
Query_5000675,AP028608.1,100.000,20,0,0,1,20,1712712,1712693,1.3,40.1
Query_5000675,CP131708.1,100.000,20,0,0,1,20,1841349,1841330,1.3,40.1
Query_5000675,CP035241.1,100.000,20,0,0,1,20,1685084,1685065,1.3,40.1
Query_5000675,OX244288.1,100.000,20,0,0,1,20,1801646,1801627,1.3,40.1
Query_5000675,CP035234.1,100.000,20,0,0,1,20,1776293,1776274,1.3,40.1
Query_5000675,AP026914.1,100.000,20,0,0,1,20,1772004,1771985,1.3,40.1
Query_5000675,CP154877.1,100.000,20,0,0,1,20,1674940,1674921,1.3,40.1
Query_5000675,CP063829.1,100.000,20,0,0,1,20,1736674,1736655,1.3,40.1
Query_5000675,CP131707.1,100.000,20,0,0,1,20,1789863,1789844,1.3,40.1
Query_5000675,LR216063.1,100.000,20,0,0,1,20,1772773,1772754,1.3,40.1
Query_5000675,AP026922.1,100.000,20,0,0,1,20,1845075,1845056,1.3,40.1
Query_5000675,LR536833.1,100.000,20,0,0,1,20,1835552,1835533,1.3,40.1
Query_5000675,CP035249.1,100.000,20,0,0,1,20,1816069,1816050,1.3,40.1
Query_5000675,AP031394.1,100.000,20,0,0,1,20,1795871,1795852,1.3,40.1
Query_5000675,AP025940.1,100.000,20,0,0,1,20,1752334,1752315,1.3,40.1
Query_5000675,CP131714.1,100.000,20,0,0,1,20,1815584,1815565,1.3,40.1
Query_5000675,CP035245.1,100.000,20,0,0,1,20,1722870,1722851,1.3,40.1
Query_5000675,AP026920.1,100.000,20,0,0,1,20,1878824,1878805,1.3,40.1
Query_5000675,AP026924.1,100.000,20,0,0,1,20,1886621,1886602,1.3,40.1
Query_5000675,LR216061.1,100.000,20,0,0,1,20,1900556,1900537,1.3,40.1
Query_5000675,CP089948.1,100.000,20,0,0,1,20,1825394,1825375,1.3,40.1
Query_5000675,AP026932.1,100.000,20,0,0,1,20,1814691,1814672,1.3,40.1
Query_5000675,LR536841.1,100.000,20,0,0,1,20,1746753,1746734,1.3,40.1
Query_5000675,CP131706.1,100.000,20,0,0,1,20,1785239,1785220,1.3,40.1
Query_5000675,CP139861.1,100.000,20,0,0,1,20,720188,720169,1.3,40.1
Query_5000675,CP035265.1,100.000,20,0,0,1,20,1752453,1752434,1.3,40.1
Query_5000675,CP089949.1,100.000,20,0,0,1,20,1825685,1825666,1.3,40.1
Query_5000675,AP026916.1,100.000,20,0,0,1,20,1877010,1876991,1.3,40.1
Query_5000675,AP028604.1,100.000,20,0,0,1,20,1858768,1858749,1.3,40.1
Query_5000675,CP053210.1,100.000,20,0,0,1,20,1897370,1897351,1.3,40.1
Query_5000675,CP118286.1,100.000,20,0,0,1,20,1311352,1311333,1.3,40.1
Query_5000675,CP139860.1,100.000,20,0,0,1,20,734027,734008,1.3,40.1
Query_5000675,CP035260.1,100.000,20,0,0,1,20,1678650,1678631,1.3,40.1
Query_5000675,CP090885.1,100.000,20,0,0,1,20,1737018,1736999,1.3,40.1
Query_5000675,CP137115.1,100.000,20,0,0,1,20,708618,708599,1.3,40.1
Query_5000675,CP131713.1,100.000,20,0,0,1,20,1814745,1814726,1.3,40.1
Query_5000675,AP026929.1,100.000,20,0,0,1,20,1766176,1766157,1.3,40.1
Query_5000675,CP125291.1,100.000,20,0,0,1,20,1719996,1719977,1.3,40.1
Query_5000675,CP155800.1,100.000,20,0,0,1,20,755917,755898,1.3,40.1
Query_5000675,CP137101.1,100.000,20,0,0,1,20,740634,740615,1.3,40.1
Query_5000675,CP131709.1,100.000,20,0,0,1,20,1734857,1734838,1.3,40.1
Query_5000675,CP071871.1,100.000,20,0,0,1,20,1813701,1813682,1.3,40.1
Query_5000675,CP154876.1,100.000,20,0,0,1,20,1674280,1674261,1.3,40.1
Query_5000675,AP026927.1,100.000,20,0,0,1,20,1756947,1756928,1.3,40.1
Query_5000675,CP082820.1,100.000,20,0,0,1,20,1754064,1754045,1.3,40.1
Query_5000675,CP061208.1,100.000,20,0,0,1,20,1722561,1722542,1.3,40.1
Query_5000675,CP154595.1,100.000,20,0,0,1,20,1760314,1760295,1.3,40.1
Query_5000675,AP026928.1,100.000,20,0,0,1,20,1756697,1756678,1.3,40.1
Query_5000675,AP026926.1,100.000,20,0,0,1,20,1800312,1800293,1.3,40.1
Query_5000675,CP071916.1,100.000,20,0,0,1,20,1762234,1762215,1.3,40.1
Query_5000675,AP028603.1,100.000,20,0,0,1,20,1858805,1858786,1.3,40.1
Query_5000675,AP026915.1,100.000,20,0,0,1,20,1729187,1729168,1.3,40.1


